Date,Open,High,Low,Close,Adj Close,Volume
1988-03-21,2610.800049,2610.800049,2485.000000,2501.399902,2501.399902,0
1988-03-28,2466.800049,2544.000000,2466.800049,2544.000000,2544.000000,0
1988-04-04,2556.600098,2623.100098,2556.600098,2619.899902,2619.899902,0
1988-04-11,2651.000000,2684.100098,2599.000000,2599.000000,2599.000000,0
1988-04-18,2552.000000,2593.899902,2552.000000,2591.399902,2591.399902,0
1988-04-25,2623.800049,2623.800049,2586.000000,2602.899902,2602.899902,0
1988-05-02,2589.899902,2641.100098,2571.699951,2571.699951,2571.699951,0
1988-05-09,2584.000000,2584.000000,2508.899902,2532.600098,2532.600098,0
1988-05-16,2538.000000,2538.000000,2491.199951,2491.199951,2491.199951,0
1988-05-23,2490.199951,2528.000000,2490.199951,2513.699951,2513.699951,0
1988-05-30,2488.899902,2568.300049,2488.899902,2568.300049,2568.300049,0
1988-06-06,2590.399902,2647.399902,2587.000000,2647.399902,2647.399902,0
1988-06-13,2672.699951,2718.000000,2672.699951,2718.000000,2718.000000,0
1988-06-20,2719.000000,2719.000000,2683.600098,2707.600098,2707.600098,0
1988-06-27,2689.699951,2689.699951,2648.199951,2684.600098,2684.600098,0
1988-07-04,2687.600098,2759.600098,2681.899902,2752.899902,2752.899902,0
1988-07-11,2759.600098,2772.500000,2740.699951,2740.699951,2740.699951,0
1988-07-18,2711.399902,2711.399902,2661.800049,2661.800049,2661.800049,0
1988-07-25,2647.399902,2678.899902,2647.399902,2678.899902,2678.899902,0
1988-08-01,2703.399902,2703.399902,2671.199951,2671.199951,2671.199951,0
1988-08-08,2659.100098,2659.100098,2579.399902,2600.899902,2600.899902,0
1988-08-15,2600.600098,2600.600098,2571.399902,2579.800049,2579.800049,0
1988-08-22,2564.100098,2564.100098,2464.800049,2464.800049,2464.800049,0
1988-08-29,2439.600098,2449.899902,2433.300049,2449.899902,2449.899902,0
1988-09-05,2508.199951,2525.100098,2496.600098,2496.600098,2496.600098,0
1988-09-12,2468.899902,2481.600098,2458.800049,2458.800049,2458.800049,0
1988-09-19,2447.600098,2455.800049,2423.199951,2454.399902,2454.399902,0
1988-09-26,2466.300049,2466.300049,2439.399902,2441.000000,2441.000000,0
1988-10-03,2429.100098,2478.899902,2415.800049,2478.899902,2478.899902,0
1988-10-10,2566.399902,2593.000000,2551.899902,2593.000000,2593.000000,0
1988-10-17,2593.600098,2593.600098,2581.699951,2581.699951,2581.699951,0
1988-10-24,2562.500000,2617.300049,2562.500000,2614.500000,2614.500000,0
1988-10-31,2627.399902,2627.399902,2584.500000,2584.500000,2584.500000,0
1988-11-07,2567.000000,2587.000000,2567.000000,2583.699951,2583.699951,0
1988-11-14,2538.000000,2581.199951,2538.000000,2581.199951,2581.199951,0
1988-11-21,2581.899902,2666.000000,2581.899902,2656.100098,2656.100098,0
1988-11-28,2625.100098,2668.000000,2625.100098,2667.300049,2667.300049,0
1988-12-05,2671.199951,2690.300049,2671.199951,2671.399902,2671.399902,0
1988-12-12,2665.899902,2665.899902,2627.199951,2629.100098,2629.100098,0
1988-12-19,2611.800049,2656.600098,2608.000000,2656.600098,2656.600098,0
1988-12-26,2696.399902,2696.399902,2687.399902,2687.399902,2687.399902,0
1989-01-02,2706.699951,2766.699951,2706.699951,2766.699951,2766.699951,0
1989-01-09,2792.300049,2879.300049,2792.300049,2844.000000,2844.000000,0
1989-01-16,2856.699951,2913.100098,2856.699951,2897.899902,2897.899902,0
1989-01-23,2897.500000,2957.000000,2897.500000,2957.000000,2957.000000,0
1989-01-30,3036.500000,3106.000000,3036.500000,3106.000000,3106.000000,0
1989-02-06,3210.000000,3210.000000,3184.199951,3184.199951,3184.199951,0
1989-02-13,3153.699951,3153.699951,3081.100098,3106.300049,3106.300049,0
1989-02-20,3159.800049,3161.600098,3114.199951,3114.199951,3114.199951,0
1989-02-27,3064.199951,3064.199951,3010.500000,3056.600098,3056.600098,0
1989-03-06,3059.000000,3080.699951,3046.800049,3046.800049,3046.800049,0
1989-03-13,3029.899902,3150.899902,3029.899902,3136.899902,3136.899902,0
1989-03-20,3046.699951,3056.399902,3037.100098,3049.600098,3049.600098,0
1989-03-27,3033.000000,3033.000000,2980.800049,3005.000000,3005.000000,0
1989-04-03,2987.199951,3024.100098,2987.199951,3024.100098,3024.100098,0
1989-04-10,3021.399902,3082.699951,3021.399902,3082.699951,3082.699951,0
1989-04-17,3134.000000,3164.100098,3109.199951,3109.199951,3109.199951,0
1989-04-24,3096.000000,3118.699951,3077.300049,3116.000000,3116.000000,0
1989-05-01,3123.899902,3262.899902,3123.899902,3262.899902,3262.899902,0
1989-05-08,3268.500000,3285.100098,3262.199951,3278.399902,3278.399902,0
1989-05-15,3309.600098,3309.600098,3145.600098,3145.600098,3145.600098,0
1989-05-22,2806.600098,3067.699951,2686.000000,2765.699951,2765.699951,0
1989-05-29,2845.000000,2845.000000,2675.399902,2675.399902,2675.399902,0
1989-06-05,2093.600098,2268.399902,2093.600098,2268.399902,2268.399902,0
1989-06-12,2440.199951,2440.199951,2340.000000,2342.399902,2342.399902,0
1989-06-19,2337.699951,2337.699951,2219.000000,2219.000000,2219.000000,0
1989-06-26,2266.600098,2275.300049,2232.699951,2273.899902,2273.899902,0
1989-07-03,2270.800049,2375.899902,2270.800049,2375.899902,2375.899902,0
1989-07-10,2439.199951,2516.100098,2439.199951,2516.100098,2516.100098,0
1989-07-17,2502.600098,2547.100098,2495.699951,2495.699951,2495.699951,0
1989-07-24,2482.500000,2526.800049,2482.500000,2526.800049,2526.800049,0
1989-07-31,2571.100098,2634.600098,2571.100098,2579.100098,2579.100098,0
1989-08-07,2563.800049,2627.300049,2563.800049,2613.399902,2613.399902,0
1989-08-14,2640.399902,2640.399902,2573.199951,2573.199951,2573.199951,0
1989-08-21,2528.800049,2543.600098,2499.100098,2516.800049,2516.800049,0
1989-08-28,2487.000000,2508.899902,2487.000000,2508.899902,2508.899902,0
1989-09-04,2550.300049,2620.600098,2550.300049,2620.600098,2620.600098,0
1989-09-11,2614.600098,2614.600098,2592.100098,2612.800049,2612.800049,0
1989-09-18,2648.199951,2706.399902,2628.300049,2706.399902,2706.399902,0
1989-09-25,2738.699951,2758.199951,2712.600098,2758.199951,2758.199951,0
1989-10-02,2746.699951,2826.199951,2746.699951,2826.199951,2826.199951,0
1989-10-09,2844.000000,2844.000000,2772.000000,2782.300049,2782.300049,0
1989-10-16,2736.000000,2736.000000,2595.000000,2704.000000,2704.000000,0
1989-10-23,2702.000000,2752.000000,2662.000000,2668.000000,2668.000000,0
1989-10-30,2667.000000,2751.000000,2665.000000,2739.800049,2739.800049,0
1989-11-06,2748.000000,2796.000000,2707.000000,2776.899902,2776.899902,0
1989-11-13,2776.000000,2805.000000,2766.000000,2804.300049,2804.300049,0
1989-11-20,2806.000000,2826.000000,2789.000000,2808.500000,2808.500000,0
1989-11-27,2808.000000,2811.000000,2721.000000,2756.899902,2756.899902,0
1989-12-04,2756.000000,2786.000000,2749.000000,2754.100098,2754.100098,0
1989-12-11,2754.000000,2900.000000,2735.000000,2896.600098,2896.600098,0
1989-12-18,2896.000000,2921.000000,2858.000000,2921.000000,2921.000000,0
1989-12-25,2925.000000,2962.000000,2822.000000,2836.600098,2836.600098,0
1990-01-01,2836.000000,2876.000000,2798.000000,2839.899902,2839.899902,0
1990-01-08,2839.000000,2889.000000,2815.000000,2835.000000,2835.000000,0
1990-01-15,2835.000000,2835.000000,2736.000000,2776.300049,2776.300049,0
1990-01-22,2776.000000,2777.000000,2732.000000,2768.899902,2768.899902,0
1990-01-29,2769.000000,2774.000000,2697.000000,2736.600098,2736.600098,0
1990-02-05,2736.000000,2912.000000,2736.000000,2893.899902,2893.899902,0
1990-02-12,2892.000000,2959.000000,2851.000000,2939.300049,2939.300049,0
1990-02-19,2940.000000,2982.000000,2862.000000,2894.300049,2894.300049,0
1990-02-26,2881.000000,2955.000000,2838.000000,2937.000000,2937.000000,0
1990-03-05,2937.000000,2949.000000,2906.000000,2912.000000,2912.000000,0
1990-03-12,2912.000000,2913.000000,2869.000000,2886.000000,2886.000000,0
1990-03-19,2887.000000,2974.000000,2862.000000,2974.000000,2974.000000,0
1990-03-26,2981.000000,3027.000000,2980.000000,2997.000000,2997.000000,0
1990-04-02,2997.000000,2997.000000,2931.000000,2956.000000,2956.000000,0
1990-04-09,2951.000000,2996.000000,2935.000000,2995.000000,2995.000000,0
1990-04-16,2996.000000,3072.000000,2996.000000,3067.000000,3067.000000,0
1990-04-23,3066.000000,3073.000000,2980.000000,2986.000000,2986.000000,0
1990-04-30,2986.000000,2986.000000,2924.000000,2946.000000,2946.000000,0
1990-05-07,2948.000000,2986.000000,2930.000000,2960.000000,2960.000000,0
1990-05-14,2963.000000,2990.000000,2906.000000,2925.000000,2925.000000,0
1990-05-21,2925.000000,3068.000000,2925.000000,3059.000000,3059.000000,0
1990-05-28,3059.000000,3166.000000,3024.000000,3159.000000,3159.000000,0
1990-06-04,3159.000000,3200.000000,3136.000000,3174.000000,3174.000000,0
1990-06-11,3174.000000,3226.000000,3148.000000,3201.000000,3201.000000,0
1990-06-18,3200.000000,3259.000000,3185.000000,3250.000000,3250.000000,0
1990-06-25,3250.000000,3305.000000,3246.000000,3278.000000,3278.000000,0
1990-07-02,3278.000000,3369.000000,3278.000000,3357.000000,3357.000000,0
1990-07-09,3359.000000,3515.000000,3359.000000,3507.000000,3507.000000,0
1990-07-16,3507.000000,3542.000000,3463.000000,3540.000000,3540.000000,0
1990-07-23,3540.000000,3559.000000,3443.000000,3485.000000,3485.000000,0
1990-07-30,3481.000000,3488.000000,3341.000000,3356.000000,3356.000000,0
1990-08-06,3346.000000,3346.000000,2909.000000,3078.000000,3078.000000,0
1990-08-13,3076.000000,3183.000000,3040.000000,3122.000000,3122.000000,0
1990-08-20,3120.000000,3120.000000,2813.000000,2918.000000,2918.000000,0
1990-08-27,2958.000000,3091.000000,2958.000000,3087.000000,3087.000000,0
1990-09-03,3089.000000,3096.000000,3008.000000,3047.000000,3047.000000,0
1990-09-10,3049.000000,3113.000000,3049.000000,3062.000000,3062.000000,0
1990-09-17,3062.000000,3062.000000,2921.000000,2931.000000,2931.000000,0
1990-09-24,2931.000000,2932.000000,2732.000000,2760.000000,2760.000000,0
1990-10-01,2760.000000,2916.000000,2758.000000,2850.000000,2850.000000,0
1990-10-08,2850.000000,2926.000000,2846.000000,2915.000000,2915.000000,0
1990-10-15,2915.000000,3003.000000,2914.000000,2991.000000,2991.000000,0
1990-10-22,2992.000000,3085.000000,2992.000000,3050.000000,3050.000000,0
1990-10-29,3049.000000,3064.000000,2954.000000,2978.000000,2978.000000,0
1990-11-05,2978.000000,3003.000000,2911.000000,2932.000000,2932.000000,0
1990-11-12,2935.000000,3016.000000,2935.000000,3008.000000,3008.000000,0
1990-11-19,3008.000000,3051.000000,2991.000000,3016.000000,3016.000000,0
1990-11-26,3016.000000,3017.000000,2956.000000,2965.000000,2965.000000,0
1990-12-03,2970.000000,3175.000000,2970.000000,3163.000000,3163.000000,0
1990-12-10,3163.000000,3178.000000,3123.000000,3125.000000,3125.000000,0
1990-12-17,3124.000000,3124.000000,3022.000000,3079.000000,3079.000000,0
1990-12-24,3079.000000,3079.000000,3049.000000,3057.000000,3057.000000,0
1990-12-31,3053.000000,3055.000000,2990.000000,3046.000000,3046.000000,0
1991-01-07,3046.000000,3058.000000,2992.000000,3058.000000,3058.000000,0
1991-01-14,3058.000000,3099.000000,2970.000000,3072.000000,3072.000000,0
1991-01-21,3072.000000,3206.000000,3047.000000,3206.000000,3206.000000,0
1991-01-28,3205.000000,3256.000000,3179.000000,3223.000000,3223.000000,0
1991-02-04,3223.000000,3369.000000,3223.000000,3359.000000,3359.000000,0
1991-02-11,3359.000000,3434.000000,3359.000000,3412.000000,3412.000000,0
1991-02-18,3422.000000,3502.000000,3422.000000,3475.000000,3475.000000,0
1991-02-25,3475.000000,3565.000000,3447.000000,3552.000000,3552.000000,0
1991-03-04,3552.000000,3668.000000,3536.000000,3653.000000,3653.000000,0
1991-03-11,3657.000000,3722.000000,3625.000000,3722.000000,3722.000000,0
1991-03-18,3722.000000,3761.000000,3656.000000,3716.000000,3716.000000,0
1991-03-25,3716.000000,3746.000000,3673.000000,3745.000000,3745.000000,0
1991-04-01,3745.000000,3877.000000,3736.000000,3849.000000,3849.000000,0
1991-04-08,3840.000000,3889.000000,3702.000000,3742.000000,3742.000000,0
1991-04-15,3739.000000,3744.000000,3667.000000,3667.000000,3667.000000,0
1991-04-22,3665.000000,3665.000000,3538.000000,3625.000000,3625.000000,0
1991-04-29,3625.000000,3769.000000,3586.000000,3737.000000,3737.000000,0
1991-05-06,3729.000000,3768.000000,3704.000000,3750.000000,3750.000000,0
1991-05-13,3750.000000,3882.000000,3749.000000,3882.000000,3882.000000,0
1991-05-20,3881.000000,3917.000000,3698.000000,3703.000000,3703.000000,0
1991-05-27,3632.000000,3716.000000,3557.000000,3707.000000,3707.000000,0
1991-06-03,3694.000000,3706.000000,3628.000000,3637.000000,3637.000000,0
1991-06-10,3637.000000,3665.000000,3595.000000,3639.000000,3639.000000,0
1991-06-17,3638.000000,3642.000000,3565.000000,3565.000000,3565.000000,0
1991-06-24,3565.000000,3673.000000,3549.000000,3668.000000,3668.000000,0
1991-07-01,3672.000000,3919.000000,3672.000000,3892.000000,3892.000000,0
1991-07-08,3892.000000,3938.000000,3840.000000,3915.000000,3915.000000,0
1991-07-15,3915.000000,4025.000000,3915.000000,4009.000000,4009.000000,0
1991-07-22,4008.000000,4047.000000,3978.000000,4031.000000,4031.000000,0
1991-07-29,4030.000000,4063.000000,3973.000000,4059.000000,4059.000000,0
1991-08-05,4060.000000,4076.000000,3996.000000,4024.000000,4024.000000,0
1991-08-12,4024.000000,4088.000000,4024.000000,4063.000000,4063.000000,0
1991-08-19,4056.000000,4094.000000,3708.000000,4021.000000,4021.000000,0
1991-08-26,4021.000000,4045.000000,3946.000000,3998.000000,3998.000000,0
1991-09-02,3998.000000,4033.000000,3969.000000,3970.000000,3970.000000,0
1991-09-09,3970.000000,3984.000000,3931.000000,3974.000000,3974.000000,0
1991-09-16,3971.000000,3988.000000,3858.000000,3910.000000,3910.000000,0
1991-09-23,3910.000000,3947.000000,3897.000000,3938.000000,3938.000000,0
1991-09-30,3940.800049,4093.399902,3940.800049,4067.699951,4067.699951,0
1991-10-07,4073.100098,4091.600098,4007.500000,4018.000000,4018.000000,0
1991-10-14,4018.000000,4053.199951,3993.699951,4015.899902,4015.899902,0
1991-10-21,4015.899902,4050.100098,3969.100098,3971.899902,3971.899902,0
1991-10-28,3971.300049,4053.399902,3969.500000,4037.800049,4037.800049,0
1991-11-04,4038.500000,4236.600098,4038.500000,4236.600098,4236.600098,0
1991-11-11,4220.399902,4279.100098,4166.600098,4271.299805,4271.299805,0
1991-11-18,4228.200195,4280.799805,4152.100098,4243.100098,4243.100098,0
1991-11-25,4238.000000,4240.700195,4121.500000,4149.799805,4149.799805,0
1991-12-02,4149.799805,4191.899902,4084.300049,4190.000000,4190.000000,0
1991-12-09,4188.200195,4209.000000,4086.500000,4155.500000,4155.500000,0
1991-12-16,4156.200195,4193.700195,4141.200195,4142.600098,4142.600098,0
1991-12-23,4142.600098,4242.399902,4142.600098,4236.200195,4236.200195,0
1991-12-30,4240.500000,4316.600098,4240.500000,4307.100098,4307.100098,0
1992-01-06,4319.700195,4373.700195,4297.700195,4348.899902,4348.899902,0
1992-01-13,4348.000000,4458.899902,4319.100098,4454.899902,4454.899902,0
1992-01-20,4469.200195,4635.100098,4469.200195,4600.100098,4600.100098,0
1992-01-27,4599.000000,4617.399902,4525.799805,4601.799805,4601.799805,0
1992-02-03,4603.000000,4714.500000,4603.000000,4711.399902,4711.399902,0
1992-02-10,4710.700195,4796.000000,4673.600098,4772.299805,4772.299805,0
1992-02-17,4772.299805,4778.799805,4681.700195,4736.500000,4736.500000,0
1992-02-24,4737.100098,4966.899902,4702.899902,4929.100098,4929.100098,0
1992-03-02,4930.600098,4987.000000,4879.000000,4908.899902,4908.899902,0
1992-03-09,4908.899902,5113.899902,4844.299805,5071.200195,5071.200195,0
1992-03-16,5075.200195,5104.600098,4938.899902,5015.799805,5015.799805,0
1992-03-23,5018.399902,5068.200195,5003.600098,5007.600098,5007.600098,0
1992-03-30,5006.200195,5006.200195,4876.200195,4916.700195,4916.700195,0
1992-04-06,4911.200195,4931.100098,4729.399902,4921.100098,4921.100098,0
1992-04-13,4923.100098,5086.200195,4867.100098,5082.700195,5082.700195,0
1992-04-20,5075.100098,5368.000000,5072.500000,5330.200195,5330.200195,0
1992-04-27,5329.399902,5486.399902,5295.100098,5484.200195,5484.200195,0
1992-05-04,5520.899902,5684.399902,5520.899902,5608.200195,5608.200195,0
1992-05-11,5609.200195,5833.399902,5577.200195,5704.500000,5704.500000,0
1992-05-18,5684.899902,5923.899902,5605.500000,5859.700195,5859.700195,0
1992-05-25,5903.200195,6105.399902,5903.200195,6080.200195,6080.200195,0
1992-06-01,6099.399902,6161.200195,5979.700195,6035.799805,6035.799805,0
1992-06-08,6026.100098,6039.899902,5786.399902,5819.100098,5819.100098,0
1992-06-15,5813.700195,5891.299805,5744.299805,5787.600098,5787.600098,0
1992-06-22,5787.600098,6179.000000,5787.299805,6113.100098,6113.100098,0
1992-06-29,6113.100098,6173.899902,5985.200195,6061.899902,6061.899902,0
1992-07-06,6072.000000,6084.399902,5857.500000,5981.399902,5981.399902,0
1992-07-13,5988.299805,6239.700195,5988.299805,6128.100098,6128.100098,0
1992-07-20,6113.799805,6113.799805,5772.500000,5772.799805,5772.799805,0
1992-07-27,5774.000000,5902.399902,5657.600098,5881.100098,5881.100098,0
1992-08-03,5885.700195,5937.299805,5821.600098,5850.899902,5850.899902,0
1992-08-10,5856.399902,5956.700195,5818.200195,5822.600098,5822.600098,0
1992-08-17,5829.299805,5830.100098,5377.100098,5509.399902,5509.399902,0
1992-08-24,5496.399902,5631.000000,5252.299805,5628.600098,5628.600098,0
1992-08-31,5631.700195,5776.399902,5597.100098,5707.500000,5707.500000,0
1992-09-07,5698.100098,5739.299805,5537.299805,5537.299805,5537.299805,0
1992-09-14,5537.200195,5706.000000,5537.200195,5689.299805,5689.299805,0
1992-09-21,5689.299805,5756.200195,5622.700195,5686.200195,5686.200195,0
1992-09-28,5678.600098,5678.600098,5472.000000,5595.399902,5595.399902,0
1992-10-05,5550.500000,5619.399902,5440.600098,5596.700195,5596.700195,0
1992-10-12,5658.799805,6022.299805,5658.799805,5985.299805,5985.299805,0
1992-10-19,6018.100098,6367.200195,6018.100098,6262.500000,6262.500000,0
1992-10-26,6148.799805,6250.000000,6012.899902,6190.700195,6190.700195,0
1992-11-02,6197.200195,6401.700195,6113.399902,6315.000000,6315.000000,0
1992-11-09,6319.799805,6470.799805,6254.000000,6366.600098,6366.600098,0
1992-11-16,6350.500000,6350.500000,5642.700195,5878.200195,5878.200195,0
1992-11-23,5903.000000,6013.399902,5828.299805,5986.700195,5986.700195,0
1992-11-30,5936.799805,5936.799805,4947.799805,5268.100098,5268.100098,0
1992-12-07,5234.899902,5359.399902,5099.399902,5253.200195,5253.200195,0
1992-12-14,5254.100098,5417.399902,5162.500000,5192.700195,5192.700195,0
1992-12-21,5181.399902,5445.100098,5141.399902,5442.000000,5442.000000,0
1992-12-28,5453.700195,5556.600098,5433.500000,5512.399902,5512.399902,0
1993-01-04,5512.899902,5596.799805,5431.299805,5529.600098,5529.600098,0
1993-01-11,5577.700195,5904.500000,5577.700195,5871.799805,5871.799805,0
1993-01-18,5864.000000,5936.200195,5825.000000,5914.399902,5914.399902,0
1993-01-25,5948.799805,5970.500000,5679.399902,5751.399902,5751.399902,0
1993-02-01,5743.299805,5826.100098,5661.299805,5747.200195,5747.200195,0
1993-02-08,5742.299805,5867.100098,5706.600098,5858.200195,5858.200195,0
1993-02-15,5874.700195,6269.000000,5874.700195,6170.100098,6170.100098,0
1993-02-22,6100.200195,6352.000000,6078.600098,6352.000000,6352.000000,0
1993-03-01,6353.100098,6538.299805,6338.100098,6502.799805,6502.799805,0
1993-03-08,6509.799805,6537.100098,6170.399902,6170.399902,6170.399902,0
1993-03-15,5919.500000,6102.700195,5760.799805,6088.299805,6088.299805,0
1993-03-22,6089.600098,6369.799805,6016.100098,6341.299805,6341.299805,0
1993-03-29,6322.700195,6442.399902,6310.399902,6404.399902,6404.399902,0
1993-04-05,6409.700195,6414.299805,6250.200195,6285.700195,6285.700195,0
1993-04-12,6285.700195,6805.700195,6264.799805,6697.200195,6697.200195,0
1993-04-19,6690.000000,6831.200195,6618.600098,6750.899902,6750.899902,0
1993-04-26,6750.899902,6915.200195,6750.899902,6830.500000,6830.500000,0
1993-05-03,6830.500000,6864.200195,6727.600098,6798.299805,6798.299805,0
1993-05-10,6790.500000,7130.399902,6731.600098,7005.299805,7005.299805,0
1993-05-17,7039.100098,7233.399902,7029.700195,7170.000000,7170.000000,0
1993-05-24,7170.000000,7528.700195,7170.000000,7397.899902,7397.899902,0
1993-05-31,7391.500000,7407.899902,7109.000000,7157.500000,7157.500000,0
1993-06-07,7156.100098,7347.000000,7094.299805,7266.700195,7266.700195,0
1993-06-14,7286.600098,7347.100098,7104.299805,7200.799805,7200.799805,0
1993-06-21,7188.100098,7188.100098,6928.100098,7014.100098,7014.100098,0
1993-06-28,7012.299805,7236.500000,7012.100098,7217.899902,7217.899902,0
1993-07-05,7248.000000,7339.600098,7070.600098,7070.600098,7070.600098,0
1993-07-12,7070.600098,7070.600098,6903.399902,6925.200195,6925.200195,0
1993-07-19,6923.200195,6923.200195,6707.899902,6750.299805,6750.299805,0
1993-07-26,6751.000000,7004.899902,6751.000000,6989.000000,6989.000000,0
1993-08-02,6989.000000,7399.899902,6989.000000,7396.799805,7396.799805,0
1993-08-09,7409.399902,7497.799805,7283.700195,7392.299805,7392.299805,0
1993-08-16,7392.299805,7615.100098,7392.299805,7545.399902,7545.399902,0
1993-08-23,7546.899902,7549.899902,7265.600098,7423.000000,7423.000000,0
1993-08-30,7423.000000,7589.600098,7423.000000,7512.100098,7512.100098,0
1993-09-06,7504.899902,7663.600098,7482.799805,7593.500000,7593.500000,0
1993-09-13,7594.399902,7615.799805,7408.299805,7418.100098,7418.100098,0
1993-09-20,7394.799805,7591.000000,7298.500000,7525.100098,7525.100098,0
1993-09-27,7523.399902,7678.600098,7445.899902,7676.200195,7676.200195,0
1993-10-04,7674.399902,8082.100098,7668.700195,8005.600098,8005.600098,0
1993-10-11,8035.000000,8777.099609,8035.000000,8764.000000,8764.000000,0
1993-10-18,8768.099609,9054.000000,8695.700195,8719.299805,8719.299805,0
1993-10-25,8719.299805,9386.700195,8624.500000,9329.099609,9329.099609,0
